"path","status","review_basis","last_reviewed"
"docs/task/task102_derivatives_independent_phaseB_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task103_derivatives_overlay_phaseC_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task104_derivatives_overlay_phaseD_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task105_task90_104_review_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task106_derivatives_overlay_live_enablement_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task107_business_line_formula_audit.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task107_test_entry_profile_dotenv_and_independent_default.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task108_ai_shadow_operator_replay_fee_audit.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task108_independent_review_remediation.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task109_independent_followup_review_remediation.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task109_settlement_posting_rebate_semantics.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task11","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_dca_review_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_independent_command_flow_leg_guard_remediation.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_opportunistic_reversal_inventory_fix_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_reservation_backed_spot_fee_attribution.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_smart_arbitrage_review_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task110_spot_grid_review_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task111_full_repo_lint_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task111_protective_review_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task111_reservation_spot_sell_and_fee_currency_defaults.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task112_independent_live_min_safe_config.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task112_seven_mainline_formula_followup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task113_exit_gate_resilience_and_leg_adaptive_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task113_independent_live_ready_bugfixes.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task114_independent_same_bundle_partial_fill_guard_fix.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task115_independent_live_threshold_recalibration.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task115_unknown_write_cancelability_and_sync_priority_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task116_protective_enabled_flag.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task116_unknown_write_semantic_uplift_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task117_independent_fallback_to_directional_target.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task117_parent_exit_intent_skeleton_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task118_parent_reconciliation_and_serial_exit_split_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task118_target_position_asof_clock_consistency.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task119_directional_scale_in_position_intent_semantics.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task119_parent_review_and_serial_exit_resume_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task12","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task120_postgres_startup_parent_refresh_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task120_scale_in_intent_compatibility_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task121_operator_startup_snapshot_actions_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task121_reverse_to_semantics_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task122_operator_exit_execution_review_ui_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task122_reduce_close_directional_semantics_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task123_exit_execution_review_ui_hardening_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task123_open_scalein_directional_ui_labels.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task124_exit_execution_action_feedback_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task124_query_service_directional_execution_action_summary.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task125_strategy_families_refactor_step1_design.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task126_strategy_families_batchA_registry_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task127_strategy_families_batchB_protective_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task128_strategy_families_batchC_opportunistic_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task129_strategy_families_batchD_independent_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task13","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task130_strategy_families_batchD_independent_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task131_strategy_families_batchE_independent_cutover_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task132_strategy_families_batchF_overlay_cutover_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task133_strategy_families_batchG_target_position_legacy_overlay_detach_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task134_exit_execution_blocker_feedback_and_env_sync_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task134_strategy_families_batchH_overlay_dead_code_cleanup_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task135_exit_execution_action_blocker_feedback_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task135_strategy_families_batchI_test_migration_cleanup_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task136_exit_execution_action_history_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task136_family_cutover_control_plane_semantics_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task137_exit_execution_action_timeline_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task137_family_cutover_multileg_summary_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task138_exit_execution_timeline_scope_and_state_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task138_independent_expectancy_finalized_margin_mode_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task139_exit_execution_timeline_ordering_and_filters_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task139_independent_book_expectancy_runtime_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task14","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task140_exit_execution_workspace_history_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task140_external_book_expectancy_summary_migration_surface.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task141_exit_execution_standalone_workspace_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task141_overlay_inventory_and_live_family_config_alignment.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task142_exit_execution_truth_pending_visibility_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task142_protective_close_action_and_independent_ui_config_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task143_independent_score_stability_downstream_cleanup_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task143_opportunistic_execution_discipline_and_overlay_contract_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task144_independent_score_stability_display_language_cleanup_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task144_opportunistic_expectancy_summary_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task145_independent_semantics_version_and_startup_refresh_overlay_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task145_overlay_close_summary_alignment.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task146_independent_recovery_version_visibility_and_compat_test_cleanup_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task146_overlay_close_route_and_allocator_summary_alignment.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task147_independent_replay_version_surface_and_compat_group_cleanup_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task147_overlay_close_surface_sweep.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task148_execution_discipline_summary_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task149_overlay_parent_exposure_contract_refactor.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task15","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task150_overlay_parent_signal_summary_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task151_independent_entry_quality_gate_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task152_independent_thesis_aware_exit_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task153_independent_execution_policy_matrix_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task154_independent_book_runtime_state_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task155_independent_expected_vs_realized_diagnostics_delivery.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task156_independent_deliverables_review_bugfix_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task157_execution_chain_id_and_chain_aware_evr.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task158_directional_margin_mode_independent_fail_closed_and_symbol_recent_review.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task158_execution_attempt_id_and_attempt_diagnostics.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task159_execution_attempt_persistence_and_reporting.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task159_overlay_parent_exposure_lifecycle_object.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task16","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task160_postgres_idempotency_and_independent_fail_closed.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task161_smart_arbitrage_runtime_margin_mode_threading.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task162_overlay_parent_exposure_entity_hardening.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task163_overlay_parent_quantity_summary_visibility.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task164_independent_expectancy_hard_fail_and_smart_margin_mode_strictness.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task164_review_priority_remediation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task165_overlay_parent_exposure_audit_persistence.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task166_overlay_parent_exposure_replay_postmortem_summary.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task167_overlay_parent_exposure_postmortem_ui.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task168_replay_overlay_parent_history_closure.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task169_replay_workspace_filter_and_linked_review.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task17","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task170_recovery_fee_quarantine_auth_counter_and_cookie_defaults.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task171_independent_expectancy_true_hard_fail_closed.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task172_independent_phase1_refactor_pr1_to_pr5.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task173_independent_later_phase_additive_closure.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task174_independent_phase6_recovery_closure.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task175_independent_shadow_adaptive_layer.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task176_independent_remaining_work_closure.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task176_independent_state_persistence_and_transition_guard.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task177_independent_no_directional_fallback_live_bugfix.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task177_independent_transition_command_attempt_obligation_and_recovery_counts.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task178_independent_live_profile_and_schema_alignment.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task179_frontend_ui_refresh_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task18","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task180_trial_guard_closed_fill_count_fix.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task181_independent_entry_gate_live_optimization.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task182_size_aware_cost_fuse.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task183_btc_live_replay_calibration.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task184_execution_fill_fee_sign_fix.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task185_overlay_entity_and_transition_anomaly_summary.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task186_cost_sign_review.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task187_strategy_reference_cleanup_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task188_strategy_opportunities_summary_only_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task189_dashboard_bundle_risk_latency_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task189_independent_cooldown_state_machine_bugfix_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task190_independent_book_and_guard_state_separation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task190_strategy_ui_regression_recovery_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task191_legacy_guard_payload_replay_persistence_validation_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task192_query_layer_legacy_runtime_state_normalization_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task193_independent_score_stability_semantics_bugfix_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task194_independent_score_drawdown_replay_sweep_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task195_managed_profile_score_drawdown_key_sync_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task195_non_protective_entry_execution_guardrail_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task196_auto_parallel_phase1_split_sow.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task197_auto_parallel_phase2_config_migration_and_recovery_cleanup.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task198_auto_parallel_phase3_runtime_control_modes.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task199_auto_parallel_phase4_compatibility_tightening.md","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task2","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
"docs/task/task20","DISCOVERED BUT NOT YET REVIEWED","已纳入 tracked 清单；本次未达到逐行审查标准，不据此作安全结论","2026-08-24"
